template_id,median_z,mean_z,minchi2,mode_z,z_sigma68,z_sigma,z_mc
3,0.8190371376634381,0.8278669389956338,4.7086731189450575,0.9,0.15720744726325553,0.15969129793542003,0.7139281957539332
3,0.8259005613720005,0.8333462856695701,4.523945307737222,0.9,0.15711763026833836,0.15992188777261054,0.8812737243723963
3,0.8200137294234559,0.8289229609618255,4.551373405596735,0.9,0.15731719443313003,0.1600580937393653,0.8161404226703135
3,0.8152963033064544,0.8252530626217953,4.672541277449966,0.9,0.15685729690665706,0.1593167145766052,0.9617900797143403
45,0.1806498428375688,0.23888997761822522,0.0811103942473892,0.16,0.09855440511857688,0.26013503589544884,0.20120842084758261
46,0.17687290504890185,0.23438023263428595,0.08001229182491443,0.16,0.10543738110612247,0.2631447346581848,0.055547710642145344
46,0.17979563554845407,0.23542154704794563,0.08286530134091663,0.16,0.10062970139855257,0.2573218974839871,0.07259185165500148
46,0.1760883647044574,0.23303204611560474,0.05717968534600004,0.16,0.1033713169079822,0.2626381984206251,0.18169007732446496
46,0.17908788599570905,0.23772412042582466,0.08282636389367326,0.16,0.10236680209589014,0.2623599645275705,0.15247899226059872
7,0.6368888539739602,0.6348244185576853,0.8435017281208275,0.67,0.053953463184640116,0.05035141713613961,0.6120235617798242
7,0.6429046507577494,0.6403953655257804,0.9535721147908589,0.67,0.05226575881500861,0.04932196915034551,0.6895559630607582
7,0.6355801432286045,0.633583862894365,0.8676480193530551,0.67,0.05413998316818858,0.05049033379345069,0.6036012008149565
7,0.6423664582199982,0.639884569569852,1.0033956701786337,0.67,0.05252460233695588,0.049414027573280006,0.5743171166236785
7,0.638280985399509,0.6360723917023047,0.9288564827584196,0.67,0.05358348823769804,0.05002101524059996,0.6886801486800435
9,0.8572273147643279,0.8607906784569679,1.7576480180634917,0.86,0.04350850037295778,0.04614219721469748,0.9179312626745562
9,0.856274594516751,0.8597855031550667,1.8411521301461562,0.86,0.043312710987765624,0.045941204898149526,0.924971988438511
9,0.8567508283083467,0.8602409106913406,1.710323625699857,0.86,0.04363006943985631,0.04629120064830416,0.8193800875117987
9,0.8566797074323431,0.860261875222302,1.877744337501099,0.86,0.04318175473100555,0.0457733879463267,0.9185989265372795
9,0.8569532731409786,0.8605054307975137,1.8069073431195193,0.86,0.04340909045806829,0.046034492094834144,0.8198146143807006
0,1.6524214083019584,1.6460960864784429,19.069612762935094,1.6600000000000001,0.04167418545340851,0.09137279070446408,1.6738654856620157
0,1.6569831403557753,1.6469039593167794,19.01090741737073,1.6600000000000001,0.04320662204589665,0.10541806252916587,1.6763558785775328
0,1.6579185633036178,1.6552673775661768,18.496927693797943,1.6600000000000001,0.041726757430364025,0.08318713033746622,1.7128645943493699
0,1.6521110003414483,1.6399027719938641,20.1807586242835,1.6600000000000001,0.04292708718842253,0.10793171236411217,1.6098557882199644
0,1.6558592509583943,1.650645476693156,19.331548150739422,1.6600000000000001,0.04188282850188574,0.0902819465524244,1.7710170955019537
0,1.1387492188093702,1.1677640078348415,2.8882832758540076,1.1500000000000001,0.18138984290258747,0.23209147434097782,1.1767276325247775
0,1.1254364143730105,1.1460901647909036,2.7285068479211105,1.1500000000000001,0.18996539782211536,0.2362411333721079,0.8407789265104998
0,1.1185793702465368,1.132753686019539,2.7247086274385737,1.1600000000000001,0.2052860605121189,0.24658599584512278,1.3005731743473166
0,1.1309738438314203,1.1538182013268665,2.566771937037686,1.1500000000000001,0.19221373223576443,0.23866453500572377,1.1976268783283375
0,1.1319811589709248,1.1562635127733432,2.740404390832296,1.1500000000000001,0.18553406566403324,0.23335389294398806,1.1538973345841514
13,0.4169942272765913,0.4173353853212021,0.3851686683301523,0.43,0.0972899995314358,0.0915963799025123,0.40365198603171865
13,0.4173917168120096,0.41736507887109375,0.2323120409563444,0.43,0.09780150300252485,0.09216065162340861,0.3225365378388442
13,0.4166162256132728,0.41703497620761554,0.4152255083208729,0.43,0.09667422581585236,0.09107098631923823,0.46424746446099985
13,0.4172636287769023,0.41755660752223306,0.3924280937841331,0.43,0.09792122722300697,0.09206927867063766,0.5611101515321893
13,0.4174429752590624,0.4176747705994527,0.35210404872862,0.43,0.0976961845877802,0.09192282897123553,0.27880286726207454
46,2.0523507147036417,1.9312936804291112,2.284562176501879,0.060000000000000005,0.40228294669760656,0.7069382955610046,2.2636988600729313
46,2.0704073370639713,1.9428512685806887,2.554019545559129,0.060000000000000005,0.40994357155376715,0.7168536981539785,1.899405131021173
46,2.0547018012943434,1.9351277977987968,2.3903240797670264,0.060000000000000005,0.40048393117314507,0.7031210324127338,1.7010433728115828
46,2.0640578186295326,1.936201198253121,2.438609382595075,0.060000000000000005,0.4109383786108034,0.7195780521165528,1.8410285077237813
46,2.0540670974736077,1.9376675432973454,2.493115648192145,0.060000000000000005,0.3916287007661079,0.6908317386078847,1.731371821571577
13,0.7943920791782005,0.801634688649778,0.07457111199732935,0.79,0.0892230600386843,0.09513644529552152,0.8954949325040097
12,0.7994877375420089,0.8065357148615772,0.07116282185927503,0.79,0.09030295953909706,0.09659177996704281,1.0000546264704024
13,0.7998480948849106,0.8071092566633693,0.07148143649993699,0.79,0.08967887965822019,0.0954214486892101,0.894064152767907
13,0.8016038457771516,0.8088595350765064,0.06254313117489119,0.79,0.08979100681087882,0.09563163189604984,0.8565083187700004
13,0.7999886237206502,0.8072808081575429,0.06301923681218113,0.79,0.08963557239868852,0.0954459109513707,0.7224696754959438
0,1.492981329896977,1.4963986830934508,18.395628921662592,1.5,0.0253494610551801,0.02554250585944534,1.4942102668849244
0,1.4932115508078616,1.4966618658973108,19.265897445099654,1.5,0.02516089281853806,0.025362563353452522,1.4985936002221814
0,1.4926219534135603,1.4960130922486123,18.816580009185145,1.5,0.02557037452882094,0.02573725043705776,1.519947833633564
0,1.493671089890093,1.4971557661348804,18.7776643953207,1.5,0.024919672181340613,0.02516798048718871,1.464663993181261
0,1.4931460736281383,1.4965859806292208,19.044890464596847,1.5,0.025272788156360915,0.02546563212076749,1.484568324184323
11,0.40228763783362637,0.4028243212301176,4.548292618633695,0.42000000000000004,0.04817121380684869,0.05456587607435101,0.42658904269467224
11,0.402020560013445,0.4024653532441829,5.841720002123111,0.42000000000000004,0.046905636037080534,0.05340854609968087,0.37779173305126873
11,0.4016227510953489,0.4018715668367853,4.923366546182706,0.42000000000000004,0.04887226314224799,0.05501592103241024,0.3358101452188082
11,0.40210388663624086,0.4025808537910103,5.014099859552061,0.42000000000000004,0.047415655824442904,0.053898749451343195,0.2565573189557495
11,0.4021662914677575,0.40266620977972206,5.175503873826756,0.42000000000000004,0.047481608311024964,0.05392739758782433,0.39480615333764235
9,0.24459499385392913,0.28707079323360857,0.02921049836822931,0.19,0.15803581303123282,0.1323169466056228,0.19160320293634084
9,0.24314184525575375,0.2863307020181284,0.027456818329483212,0.19,0.1588911855998234,0.13305436971561824,0.23565159054630355
10,0.24377273509893768,0.28694831999698156,0.032916263029619586,0.19,0.1589974083808594,0.13325852628373766,0.4843651666866087
9,0.24456101391103635,0.28670831897715815,0.03021350656854338,0.19,0.15750485570283307,0.13185421635865724,0.10946063724450816
9,0.2437147462444809,0.28651408955660207,0.026110178123417427,0.19,0.15837469413094257,0.13255509036624927,0.21565701410720015
10,0.6571752869259078,0.6577038675413232,0.18377909418722993,0.67,0.028882314024662292,0.03075387949939795,0.6445315163281248
10,0.6588022843875546,0.6593773742164338,0.20856982347868325,0.67,0.02842967270394353,0.0302014955045196,0.6607185625770656
10,0.6569153837997744,0.6574595953895276,0.238559408610854,0.67,0.028802548302465203,0.030687748944672247,0.6848089341613249
10,0.6588280687143062,0.6593796523201402,0.16289002225767035,0.67,0.028557124849743598,0.030342834363232127,0.649413052472428
10,0.6579748113173461,0.6585289678736401,0.19807241608850745,0.67,0.02867628689652557,0.03048417183952155,0.6907826055152041
9,0.4512921713015834,0.4544105136448872,1.088715192992595,0.45,0.09568922702677549,0.09154286733648805,0.5099458120503073
9,0.45126861795263523,0.4545723399046047,1.0760832008561465,0.45,0.0940150447332885,0.09019640648721715,0.30666529160549766
9,0.452131254456211,0.45532663862547607,1.1492803082390992,0.45,0.09603688595503987,0.09187818719479837,0.47697333815779286
9,0.4505684380678559,0.4538600626831717,1.1839104543861367,0.45,0.09527635421024988,0.09123463296036917,0.4996657562864603
9,0.4516785762318574,0.4548970585432311,1.1253026827447457,0.45,0.09548724729370872,0.09137614073402629,0.5610123235792055
0,0.7972535338014984,0.8081844225767649,11.963841477233473,0.8,0.024771748505379554,0.046111827074718864,0.794785368173602
0,0.7970158101663134,0.8087644752662344,12.58797105718736,0.8,0.024902657360416247,0.05046276183366633,0.8133036454087256
0,0.7958902298632824,0.8063575607881701,12.05318502539103,0.79,0.024625201227504723,0.04285633732113457,0.7870182630821884
0,0.7969140823946773,0.8083198141942521,12.393766524900911,0.8,0.02486629012864422,0.04847853551600562,0.802486134660537
0,0.7965510428602917,0.8075374286930188,12.254071322866139,0.8,0.024718912067285825,0.04636438874947666,0.76298123042836
8,0.7241407322463679,0.7278983955689272,2.121732643312498,0.73,0.018689631389076644,0.019950370383276333,0.7628016712350755
8,0.7239539698892272,0.7277024317664311,2.143209062302958,0.73,0.01866640180826229,0.019967457264007924,0.7183774783732718
8,0.7243402042586233,0.7281259139034175,2.09839567949075,0.73,0.018655845505930024,0.019859991097135876,0.7134565952839315
8,0.7237049420927861,0.7274197040667751,2.2299538987554115,0.73,0.018702756511938035,0.020072803957819508,0.71786457047027
8,0.7241284716776102,0.7278912506740233,2.1340164687908327,0.73,0.01867197742305149,0.01992827148136911,0.7286219843306982
3,0.8205183829806137,0.8245526922438581,16.339348221648834,0.8300000000000001,0.0156207139612633,0.014714847506301226,0.8441890415851366
3,0.8207517979437167,0.8247709815033673,16.33630827646084,0.8300000000000001,0.015603111203021602,0.014708572926414113,0.8373242581706909
3,0.8203617289038566,0.8243939001296448,16.228759522578912,0.8300000000000001,0.015639328307436307,0.014736265316820927,0.8193603244856601
3,0.8209498112387447,0.8249722729956251,16.4288517545956,0.8300000000000001,0.015577161895739489,0.014685757687534124,0.829550252537028
3,0.82060769714082,0.8246348341653394,16.333500918166465,0.8300000000000001,0.015614860970718847,0.01471353386536406,0.8299274846333556
10,1.3320205718849203,1.3565389192338102,20.945331136684587,1.32,0.1099489989618957,0.13558251824399353,1.2816316483150274
10,1.3348793906358365,1.3601086726367317,21.66668534463561,1.32,0.10882385722763421,0.13465189790846907,1.503667905599382
10,1.331803432667485,1.3559530014535708,20.9335657233172,1.32,0.10974982256390864,0.13465910968237388,1.6345294964110708
10,1.3335588841584254,1.357993697923547,21.408290130576347,1.32,0.10882548077939458,0.13350150389360604,1.373146050290375
10,1.333582202149055,1.3587729692535995,21.16510351669379,1.32,0.10964272391180485,0.13602878175011232,1.3306402711213203
43,1.0072308752381596,1.0220259779970713,0.024021446990218465,1.05,0.202262043109387,0.23524260581482503,1.6103445938134968
43,0.995553045343899,1.0113202402668637,0.014672522085163564,1.05,0.19997546950900824,0.23461776595096576,1.1939289907981856
44,1.0081202303380778,1.0214097723355202,0.03334244248145524,1.05,0.2023196945124352,0.2363300048686593,1.2072415562371923
43,0.9906529988202373,1.0089814567955822,0.010384981280026295,1.05,0.19973493413359622,0.2334409787723339,0.9941497513292292
43,0.9952832571344343,1.0107885394688663,0.022581664812150848,1.05,0.20008705464728177,0.2350158023675984,1.0171347548210952
45,0.3757579707930624,0.3785563523935294,27.559066860677376,0.4,0.020998683156464804,0.01937824699904248,0.3953750901983059
46,0.37804876230971757,0.38010246403445624,25.198987301715988,0.4,0.020787950998004567,0.019249637053278704,0.3768146670674113
46,0.376955465342871,0.37930860649806675,24.58125902862116,0.4,0.020971883858424495,0.019466273715556353,0.3896400703211047
46,0.3763097309963993,0.37886330856467554,26.966105738209762,0.4,0.020976458687806787,0.01943721749587498,0.3510785762025015
46,0.3764598475678981,0.3789798808320366,25.74800415004097,0.4,0.02097313658952174,0.01943061774491837,0.3786468788047168
24,0.456756939555795,0.44626649123725365,1.680627165672206,0.54,0.12681088309515826,0.13823688114789562,0.25456930573295816
23,0.45322601585894234,0.443918354271257,1.6356731602152763,0.49,0.1264058139150945,0.13632180217033635,0.31882774071264974
23,0.45346222190132784,0.44412491912158014,1.5183829502856838,0.49,0.12656486004848308,0.13650892049012187,0.36185073652799693
24,0.45518719706194377,0.44522180573685716,1.856173197515318,0.54,0.12617578801225188,0.13772300518784042,0.5188937107978754
24,0.4550422543571952,0.44508426731943307,1.6830515698919726,0.53,0.12664056603048873,0.13720230105341108,0.438170765604861
39,0.5551222581497594,0.5053447194235843,0.8366896798493144,0.5800000000000001,0.17307265986755474,0.14622326802984462,0.613018309178786
39,0.5666289688362939,0.5209055960069379,0.7532694813983198,0.59,0.1740019994243488,0.1433422554321329,0.6596686381456419
40,0.5672062008412398,0.5223197348876052,0.9244716771554522,0.59,0.17310024970388085,0.14198209539740117,0.6675646046969825
40,0.5620615823120668,0.5147741576980711,0.9149534223490718,0.5800000000000001,0.17394665106265014,0.14424480582505397,0.5209213788114151
39,0.5634993683799178,0.5168694472973432,0.8258410142750563,0.5800000000000001,0.17383832874396227,0.14388313345885234,0.5892462348032649
0,1.5954869170644614,1.597137445896173,1.9676431267553198,1.6,0.034894191199721925,0.04251578832991308,1.610680489997203
0,1.5915680985737684,1.5918104309896663,2.256027488538848,1.6,0.03624356365145864,0.04481482414944765,1.5688761658142096
0,1.5922299924437182,1.5929055991131258,2.237485130652658,1.6,0.03585672694868869,0.04392175427247124,1.6659072653936355
0,1.5952485518205866,1.5966244685080908,2.0020833051200952,1.6,0.03516909759773079,0.04315682520268883,1.6060425291212594
0,1.5936112256819213,1.5945733056473292,2.0993959933243787,1.6,0.0356726198514381,0.043707607477874076,1.560458961285535
16,1.2236942041504368,1.2479079582986579,0.005527329626715982,1.22,0.13101829266851972,0.1464295451424734,1.4981880429540695
16,1.2218916210042126,1.248849915170525,0.03157972770759443,1.1500000000000001,0.1336862218735232,0.1515688341271888,1.2756482412729617
16,1.216613380825848,1.2431325930094317,0.016029935939059214,1.1500000000000001,0.1328468526956913,0.15122583260124867,1.164655065769353
16,1.2211391527177775,1.2466318676741959,0.007001889304206088,1.1500000000000001,0.1316164806904595,0.14843551383963036,1.4656287179956153
17,1.211748109276315,1.2371762637651298,0.007083709771336544,1.1500000000000001,0.1310087310428869,0.1493198764130416,1.0969529465216987
36,0.9270476824786793,0.960949243554934,0.2726443900913864,0.9400000000000001,0.1769372571411894,0.20356205857470225,1.1340665460017214
36,0.9300372287934005,0.9650976953054327,0.29580268281256394,0.9400000000000001,0.17909438680376655,0.20422112756394645,1.1351713501737177
36,0.9253394254911154,0.9589705559534134,0.2645799272006002,0.9400000000000001,0.1760840749337994,0.2034896900911162,0.8973351983247936
36,0.9298487921975458,0.96479484347962,0.30257251350934666,0.9400000000000001,0.17919203179560034,0.20428369400537583,0.6265048431166979
36,0.92373355115053,0.9568006884997408,0.26752013052441725,0.9400000000000001,0.17382850909930736,0.20153862625656785,0.9512484462678437
2,0.614817666482429,0.622999385713348,1.8471248960177036,0.61,0.04130967163015398,0.03888132586359798,0.564956450701166
2,0.6142226106943194,0.6224507530147444,1.9432232767503592,0.61,0.041084785868643,0.038749614925640954,0.6163556183194683
2,0.6142474196877398,0.6223935515168642,1.783593585768358,0.61,0.041344034390891016,0.0389025920980519,0.5690647929504932
2,0.6148919878918384,0.6231658870429148,2.007677901896386,0.61,0.041055734658083654,0.03872729907328828,0.5864403137122156
2,0.6145966761363196,0.6228030742519455,1.9028429002491976,0.61,0.041190458252699125,0.03881161741952438,0.6198785064157697
18,0.22409217685205113,0.23209555517764108,0.7642396395076503,0.23,0.0221462087402121,0.036068805854293534,0.24016200761202264
18,0.2241384518113494,0.232060245514999,0.7263022829665715,0.23,0.022259357863093993,0.035892105274839894,0.18144175106971397
18,0.22388384331178646,0.2318428756078728,0.8044273365321715,0.23,0.022206908394763372,0.03572699813944092,0.2011268655325703
18,0.22429900172636288,0.23225522073298618,0.6960978068436816,0.23,0.022203223079486897,0.036166343973910574,0.2315960584889765
