template_id,median_z,mean_z,minchi2,mode_z,z_sigma68,z_sigma,z_mc,concentration_i,concentration_cal_i,asymmetry_i,clumpiness_i,gini_i,m20_i,mag_sersic_i,mag_cal_i,re_sersic_i,re_cal_i,n_sersic_i,n_sersic_cal_i,ellipticity_sersic_i,ellipticity_sersic_cal_i
18,0.30037620903203793,0.35596524544218844,0.21235012972465483,0.54,0.18764272456287187,0.163572773505833,0.5509191046418757,2.4027898,-0.22869015,0.144764,0.255604,0.512231,-1.72053,18.470045,-0.12495422,1.0484506,-0.28154945,3.5930605,0.26366043,0.7669849,-0.028415143
18,0.3048024946868598,0.35932221436762035,0.1816679075745924,0.54,0.18833776525759582,0.16464373712283514,0.3044872899860747,2.4027898,-0.22869015,0.144764,0.255604,0.512231,-1.72053,18.470045,-0.12495422,1.0484506,-0.28154945,3.5930605,0.26366043,0.7669849,-0.028415143
1,0.7830660021067989,0.7883293997956489,7.252500332435375,0.79,0.011515266218190934,0.011719016752030428,0.7827396904711644,1.5632399,-0.26434004,0.166523,0.374872,0.419823,-1.02919,19.833094,-0.021507263,2.5733657,-0.8302343,0.13282625,0.08062625,0.84568185,-0.03181815
1,0.7827553439087243,0.7880072100050884,7.43235688560253,0.79,0.011409352577837095,0.011646968028337862,0.78579347788677,1.5632399,-0.26434004,0.166523,0.374872,0.419823,-1.02919,19.833094,-0.021507263,2.5733657,-0.8302343,0.13282625,0.08062625,0.84568185,-0.03181815
1,0.7828512548905476,0.7881093197130785,7.264759644536753,0.79,0.011462750796786492,0.011697074645826871,0.7846802585562868,1.5632399,-0.26434004,0.166523,0.374872,0.419823,-1.02919,19.833094,-0.021507263,2.5733657,-0.8302343,0.13282625,0.08062625,0.84568185,-0.03181815
1,0.782962319950384,0.7882110284857567,7.4882416867922075,0.79,0.011457111572988676,0.011665589904665126,0.8116568416026223,1.5632399,-0.26434004,0.166523,0.374872,0.419823,-1.02919,19.833094,-0.021507263,2.5733657,-0.8302343,0.13282625,0.08062625,0.84568185,-0.03181815
1,0.7828997109271797,0.7881697599031942,7.2648619862147825,0.79,0.011464432919116085,0.011681260701168164,0.7967580531886855,1.5632399,-0.26434004,0.166523,0.374872,0.419823,-1.02919,19.833094,-0.021507263,2.5733657,-0.8302343,0.13282625,0.08062625,0.84568185,-0.03181815
10,0.5791833779840347,0.5778820649462311,0.953442680020089,0.59,0.017530048684399335,0.03942366222563485,0.5879862574369545,2.0033848,-0.5100651,0.179422,0.0706173,0.516799,-1.74139,19.76364,-0.056159973,2.6565683,-0.1581316,6.8132553,0.31495523,0.32964563,-0.035054386
10,0.5795344448801262,0.5787674187194138,0.9108282842498738,0.59,0.01744209261997337,0.03809774974585001,0.5677492742704351,2.0033848,-0.5100651,0.179422,0.0706173,0.516799,-1.74139,19.76364,-0.056159973,2.6565683,-0.1581316,6.8132553,0.31495523,0.32964563,-0.035054386
10,0.5790122770908818,0.5778234226275851,0.9571853582747281,0.59,0.017490523477185327,0.039238915601846835,0.5608537406989912,2.0033848,-0.5100651,0.179422,0.0706173,0.516799,-1.74139,19.76364,-0.056159973,2.6565683,-0.1581316,6.8132553,0.31495523,0.32964563,-0.035054386
10,0.5797453678068071,0.5788837054523811,0.9024537193981814,0.59,0.01747241048796283,0.038224525021797975,0.5910512020663529,2.0033848,-0.5100651,0.179422,0.0706173,0.516799,-1.74139,19.76364,-0.056159973,2.6565683,-0.1581316,6.8132553,0.31495523,0.32964563,-0.035054386
10,0.5794977692302999,0.578625214651507,0.914857733538156,0.59,0.017458100802427268,0.038333588152453225,0.6035050584089885,2.0033848,-0.5100651,0.179422,0.0706173,0.516799,-1.74139,19.76364,-0.056159973,2.6565683,-0.1581316,6.8132553,0.31495523,0.32964563,-0.035054386
18,0.21196157087702733,0.21855222864000617,1.0053768516372656,0.22,0.03689544801532452,0.06285608707019198,0.1621877810591481,2.39727,0.28357005,0.0681451,0.00911837,0.457077,-1.52399,19.833326,-0.033973694,4.22438,-0.89041996,0.7839181,0.06271809,0.44485855,-0.02204144
18,0.2123784681268998,0.2192471901969022,0.9547095335910853,0.22,0.03663814471656217,0.06350790113431826,0.20126876743221597,2.39727,0.28357005,0.0681451,0.00911837,0.457077,-1.52399,19.833326,-0.033973694,4.22438,-0.89041996,0.7839181,0.06271809,0.44485855,-0.02204144
18,0.21216348006963237,0.21888269632360985,0.9937190900764108,0.22,0.036759734176234904,0.06303488716631682,0.24903114434268667,2.39727,0.28357005,0.0681451,0.00911837,0.457077,-1.52399,19.833326,-0.033973694,4.22438,-0.89041996,0.7839181,0.06271809,0.44485855,-0.02204144
18,0.21229642423934728,0.21911460447948897,0.9771038020408014,0.22,0.0366598583706336,0.06330275280444934,0.21639272574310542,2.39727,0.28357005,0.0681451,0.00911837,0.457077,-1.52399,19.833326,-0.033973694,4.22438,-0.89041996,0.7839181,0.06271809,0.44485855,-0.02204144
18,0.21214976619789058,0.21887254596820516,0.9798813174111274,0.22,0.03675958485082026,0.06321917404221282,0.4482798562435872,2.39727,0.28357005,0.0681451,0.00911837,0.457077,-1.52399,19.833326,-0.033973694,4.22438,-0.89041996,0.7839181,0.06271809,0.44485855,-0.02204144
3,0.17345531028209946,0.2652164382750687,1.194493285714998,0.13,0.21761762014810812,0.17983923062696258,0.1758796770942395,1.8049151,-0.511485,0.0595071,0.0709856,0.453709,-1.56546,20.783625,-0.050174713,1.7235758,-0.35622406,0.6471506,0.09905058,0.30710056,-0.05559942
3,0.1748667992434858,0.26690698828428394,1.1440417819267168,0.13,0.21794258867105434,0.18041034866839856,0.5069487451162626,1.8049151,-0.511485,0.0595071,0.0709856,0.453709,-1.56546,20.783625,-0.050174713,1.7235758,-0.35622406,0.6471506,0.09905058,0.30710056,-0.05559942
3,0.17480279051603895,0.2691619974676175,1.211484479408682,0.13,0.21914661504290803,0.18235545127990635,0.11576333834483588,1.8049151,-0.511485,0.0595071,0.0709856,0.453709,-1.56546,20.783625,-0.050174713,1.7235758,-0.35622406,0.6471506,0.09905058,0.30710056,-0.05559942
3,0.17365611303637996,0.2624775505437109,1.1110964810259247,0.13,0.21522185257207102,0.1772747958122554,0.5453555923786954,1.8049151,-0.511485,0.0595071,0.0709856,0.453709,-1.56546,20.783625,-0.050174713,1.7235758,-0.35622406,0.6471506,0.09905058,0.30710056,-0.05559942
3,0.17459753695502991,0.26655953703609386,1.1639763133989618,0.13,0.21775287776567143,0.180187622636466,0.10864706002780548,1.8049151,-0.511485,0.0595071,0.0709856,0.453709,-1.56546,20.783625,-0.050174713,1.7235758,-0.35622406,0.6471506,0.09905058,0.30710056,-0.05559942
15,0.3863784302652812,0.37988787277895264,2.894592311593442,0.4,0.050974235925848294,0.06218696229513047,0.400067989751996,2.28525,0.084769964,0.06564,0.0,0.434739,-1.58183,21.051226,-0.050174713,2.491976,-0.35622406,0.5844506,0.09905058,0.39330056,-0.05559942
15,0.38658193772630234,0.3803095380466317,2.8074431370478123,0.4,0.050310353261033475,0.06165427064251033,0.3655397353167781,2.28525,0.084769964,0.06564,0.0,0.434739,-1.58183,21.051226,-0.050174713,2.491976,-0.35622406,0.5844506,0.09905058,0.39330056,-0.05559942
15,0.38621909718584224,0.3795564822337609,2.801354577553866,0.4,0.05231021695151067,0.06296341415937957,0.40551553409146235,2.28525,0.084769964,0.06564,0.0,0.434739,-1.58183,21.051226,-0.050174713,2.491976,-0.35622406,0.5844506,0.09905058,0.39330056,-0.05559942
15,0.386273010216368,0.37978303574604794,2.7942455976281053,0.4,0.05133363182373615,0.06231208805905487,0.4436268150220049,2.28525,0.084769964,0.06564,0.0,0.434739,-1.58183,21.051226,-0.050174713,2.491976,-0.35622406,0.5844506,0.09905058,0.39330056,-0.05559942
15,0.38613367834177836,0.37946294748343434,2.8661449218670896,0.4,0.0517999488812973,0.0627261744256873,0.3348342612045864,2.28525,0.084769964,0.06564,0.0,0.434739,-1.58183,21.051226,-0.050174713,2.491976,-0.35622406,0.5844506,0.09905058,0.39330056,-0.05559942
6,0.7516199940348947,0.756670053091392,4.81718469200041,0.76,0.015656082555041972,0.015179693091758782,0.7549381645375933,2.9862502,0.12083006,0.100049,0.0,0.545595,-1.78493,20.033106,-0.09819412,2.940048,0.09334803,2.4419584,0.2068584,0.1021654,-0.031534612
6,0.7518473564554184,0.7568835832878145,4.893491407042347,0.76,0.015586685224940389,0.015139541135137248,0.7665321701932836,2.9862502,0.12083006,0.100049,0.0,0.545595,-1.78493,20.033106,-0.09819412,2.940048,0.09334803,2.4419584,0.2068584,0.1021654,-0.031534612
6,0.7515376075620016,0.7565975084404168,4.950804569193679,0.76,0.01566863659276585,0.015185118778611497,0.7398317638002859,2.9862502,0.12083006,0.100049,0.0,0.545595,-1.78493,20.033106,-0.09819412,2.940048,0.09334803,2.4419584,0.2068584,0.1021654,-0.031534612
6,0.7516321570176923,0.7566660303078704,4.772077162770984,0.76,0.01560625417349143,0.015132104540498846,0.7473445765551677,2.9862502,0.12083006,0.100049,0.0,0.545595,-1.78493,20.033106,-0.09819412,2.940048,0.09334803,2.4419584,0.2068584,0.1021654,-0.031534612
6,0.7518920966593502,0.7569284176821476,4.84282592872205,0.76,0.015594138370847055,0.015151348563232987,0.7438019898655368,2.9862502,0.12083006,0.100049,0.0,0.545595,-1.78493,20.033106,-0.09819412,2.940048,0.09334803,2.4419584,0.2068584,0.1021654,-0.031534612
12,0.5349864948292054,0.4789250712971392,0.988009906719526,0.55,0.12412257481014999,0.11136390930222048,0.5456263706008212,3.305555,0.78217506,0.0933663,0.0052794,0.498215,-1.73142,19.396322,-0.07747841,3.9141037,-0.0045962334,1.3570614,0.09086144,0.16175854,-0.013341486
12,0.5349165986323972,0.47872789328491666,0.9594256247455633,0.55,0.12412529975137726,0.11141835152630182,0.5349868833312317,3.305555,0.78217506,0.0933663,0.0052794,0.498215,-1.73142,19.396322,-0.07747841,3.9141037,-0.0045962334,1.3570614,0.09086144,0.16175854,-0.013341486
12,0.5353860337192264,0.47978794532315966,0.9744947004328424,0.55,0.12406279265887074,0.11110226692511317,0.31522792226003554,3.305555,0.78217506,0.0933663,0.0052794,0.498215,-1.73142,19.396322,-0.07747841,3.9141037,-0.0045962334,1.3570614,0.09086144,0.16175854,-0.013341486
12,0.5344271561541312,0.4776221498547931,0.9733733923567343,0.55,0.12425828662027122,0.11175341002391753,0.5604976435673968,3.305555,0.78217506,0.0933663,0.0052794,0.498215,-1.73142,19.396322,-0.07747841,3.9141037,-0.0045962334,1.3570614,0.09086144,0.16175854,-0.013341486
12,0.5350059746677447,0.47897582021225754,0.9688837372541457,0.55,0.12409951497510774,0.1113364463128842,0.5453371663575931,3.305555,0.78217506,0.0933663,0.0052794,0.498215,-1.73142,19.396322,-0.07747841,3.9141037,-0.0045962334,1.3570614,0.09086144,0.16175854,-0.013341486
19,0.5741600320264639,0.5668761889142837,0.9965748852609977,0.5800000000000001,0.019920332117035477,0.07853101621058614,0.5990023242739687,1.523875,-0.5100651,0.146133,0.076761,0.503906,-1.59627,20.002226,-0.03787422,1.3171059,-0.023694158,1.6661333,-0.030766726,0.030249,-0.024751008
19,0.574005225408201,0.5661969217679421,1.0683797440706257,0.5800000000000001,0.019965633586237652,0.07996226364097375,0.6091005172390762,1.523875,-0.5100651,0.146133,0.076761,0.503906,-1.59627,20.002226,-0.03787422,1.3171059,-0.023694158,1.6661333,-0.030766726,0.030249,-0.024751008
19,0.5743533153994524,0.5672316265206416,1.0198168064907804,0.5800000000000001,0.01991710441263017,0.07816054342417629,0.0978889367376322,1.523875,-0.5100651,0.146133,0.076761,0.503906,-1.59627,20.002226,-0.03787422,1.3171059,-0.023694158,1.6661333,-0.030766726,0.030249,-0.024751008
19,0.5738131484473566,0.565764668583587,1.0491525019606343,0.5800000000000001,0.01996779480995564,0.08053682422678445,0.5602207154896547,1.523875,-0.5100651,0.146133,0.076761,0.503906,-1.59627,20.002226,-0.03787422,1.3171059,-0.023694158,1.6661333,-0.030766726,0.030249,-0.024751008
19,0.5741010988805367,0.56651930104538,1.0333099731178663,0.5800000000000001,0.01994379742678537,0.07935691098310477,0.6123607215964785,1.523875,-0.5100651,0.146133,0.076761,0.503906,-1.59627,20.002226,-0.03787422,1.3171059,-0.023694158,1.6661333,-0.030766726,0.030249,-0.024751008
4,0.1612899945263892,0.27578688705940607,1.879593618441504,0.12,0.23365804483630104,0.20119275202495784,0.5928988644641918,2.8774,-0.015680075,0.126655,0.128629,0.52122,-1.55617,19.754122,-0.034677505,2.9319644,-0.6480355,5.291452,0.1128521,0.75328124,-0.03421879
4,0.16125625588659484,0.27510798055341545,1.8669953669850656,0.12,0.23350652455458415,0.20073743053217388,0.126007760172624,2.8774,-0.015680075,0.126655,0.128629,0.52122,-1.55617,19.754122,-0.034677505,2.9319644,-0.6480355,5.291452,0.1128521,0.75328124,-0.03421879
4,0.16154546388113164,0.27490849260608463,1.8684301792982296,0.12,0.23345747802423955,0.2005123798241714,0.585784650028154,2.8774,-0.015680075,0.126655,0.128629,0.52122,-1.55617,19.754122,-0.034677505,2.9319644,-0.6480355,5.291452,0.1128521,0.75328124,-0.03421879
4,0.1612098393152986,0.2780523046668715,1.9322911953095172,0.12,0.2342339653154752,0.2028097169247508,0.09862976899062792,2.8774,-0.015680075,0.126655,0.128629,0.52122,-1.55617,19.754122,-0.034677505,2.9319644,-0.6480355,5.291452,0.1128521,0.75328124,-0.03421879
4,0.16095451989949805,0.2747306105148744,1.8729722631906043,0.12,0.23353005608174304,0.20064888636534864,0.16902277262586943,2.8774,-0.015680075,0.126655,0.128629,0.52122,-1.55617,19.754122,-0.034677505,2.9319644,-0.6480355,5.291452,0.1128521,0.75328124,-0.03421879
10,0.5238817015989953,0.49823308575169567,2.0793516109688426,0.5700000000000001,0.10233867659146637,0.08787929433621862,0.43820465143764514,2.402295,-0.511485,0.125625,0.0549276,0.498327,-1.65664,20.5549,0.0,3.5161,0.0,19.9974,0.0,0.6408,0.0
10,0.5063212022841691,0.49194760529619563,2.1675405872765623,0.5700000000000001,0.10302376989151152,0.08753768698284997,0.4603864670546131,2.402295,-0.511485,0.125625,0.0549276,0.498327,-1.65664,20.5549,0.0,3.5161,0.0,19.9974,0.0,0.6408,0.0
10,0.5233055905457712,0.49876269750482316,2.1183009442520415,0.5700000000000001,0.10183509172205074,0.08745541845681877,0.5987888296717251,2.402295,-0.511485,0.125625,0.0549276,0.498327,-1.65664,20.5549,0.0,3.5161,0.0,19.9974,0.0,0.6408,0.0
10,0.5072378031200471,0.49167998036572563,2.1062637840004754,0.5700000000000001,0.10332043679102762,0.08797462161781812,0.5618202617696215,2.402295,-0.511485,0.125625,0.0549276,0.498327,-1.65664,20.5549,0.0,3.5161,0.0,19.9974,0.0,0.6408,0.0
10,0.5157995575884229,0.49527039228096337,2.1138267362166516,0.5700000000000001,0.10276651049414859,0.0877804400672313,0.5620798147664855,2.402295,-0.511485,0.125625,0.0549276,0.498327,-1.65664,20.5549,0.0,3.5161,0.0,19.9974,0.0,0.6408,0.0
3,0.5624022207882283,0.5715222343944388,0.3770941549628333,0.56,0.037318435729974286,0.0382388620933511,0.5510316586947617,2.19541,0.084769964,0.151412,0.0870063,0.500863,-1.50063,20.556925,-0.050174713,2.1898758,-0.35622406,1.4104507,0.09905058,0.41600057,-0.05559942
3,0.5627910581201155,0.5719688709016042,0.4106608769598097,0.56,0.03754068684383827,0.03837620500444786,0.5471844584186791,2.19541,0.084769964,0.151412,0.0870063,0.500863,-1.50063,20.556925,-0.050174713,2.1898758,-0.35622406,1.4104507,0.09905058,0.41600057,-0.05559942
3,0.5620256325305378,0.5711324351087893,0.3735526128421043,0.56,0.03721053903196336,0.03817367185629298,0.5509283530286597,2.19541,0.084769964,0.151412,0.0870063,0.500863,-1.50063,20.556925,-0.050174713,2.1898758,-0.35622406,1.4104507,0.09905058,0.41600057,-0.05559942
3,0.5627360729505401,0.5719077822579001,0.41890522121957474,0.56,0.03751716871726768,0.03836624937919874,0.5827317077759161,2.19541,0.084769964,0.151412,0.0870063,0.500863,-1.50063,20.556925,-0.050174713,2.1898758,-0.35622406,1.4104507,0.09905058,0.41600057,-0.05559942
3,0.5624788973747292,0.5716250642147259,0.3934476241374796,0.56,0.03736507749832063,0.03828000569625568,0.5435370300770589,2.19541,0.084769964,0.151412,0.0870063,0.500863,-1.50063,20.556925,-0.050174713,2.1898758,-0.35622406,1.4104507,0.09905058,0.41600057,-0.05559942
18,0.24389079883086986,0.3081066684624965,0.4714589931172668,0.23,0.13873158604010516,0.12476336995615851,0.5244976277807426,2.60489,0.28357005,0.09099,0.0,0.500125,-1.57733,20.080896,-0.032104492,3.9003408,-0.72125936,0.9697674,0.08066738,0.47762775,-0.025172234
18,0.24261676650826225,0.30409921021849917,0.555308730530669,0.23,0.13604983595138107,0.12260315306813199,0.2675212301459716,2.60489,0.28357005,0.09099,0.0,0.500125,-1.57733,20.080896,-0.032104492,3.9003408,-0.72125936,0.9697674,0.08066738,0.47762775,-0.025172234
18,0.24323495379789936,0.30642600803072595,0.5251610197828995,0.23,0.13762139664694645,0.12399581027959329,0.25711036318000713,2.60489,0.28357005,0.09099,0.0,0.500125,-1.57733,20.080896,-0.032104492,3.9003408,-0.72125936,0.9697674,0.08066738,0.47762775,-0.025172234
18,0.2432829765839544,0.3058098040022051,0.49581799781662994,0.23,0.13693273651311247,0.12342597140579337,0.5616312281067236,2.60489,0.28357005,0.09099,0.0,0.500125,-1.57733,20.080896,-0.032104492,3.9003408,-0.72125936,0.9697674,0.08066738,0.47762775,-0.025172234
18,0.24333175000611415,0.3064274578722217,0.5120093064342655,0.23,0.13750676463753447,0.12389210325826225,0.4862948996854883,2.60489,0.28357005,0.09099,0.0,0.500125,-1.57733,20.080896,-0.032104492,3.9003408,-0.72125936,0.9697674,0.08066738,0.47762775,-0.025172234
0,0.5096816800104049,0.5165247592956322,11.13159975428971,0.51,0.016276174429479123,0.017042356531604772,0.5240306724963689,1.8207251,-0.511485,0.106311,0.0,0.494988,-1.64114,20.648941,-0.057258606,1.3775709,0.03617084,3.1414244,-0.059075594,-0.004164934,99.0
0,0.509130097764262,0.5159350613860515,11.327149174318038,0.51,0.01622099214854053,0.01693139463636592,0.524098071168193,1.8207251,-0.511485,0.106311,0.0,0.494988,-1.64114,20.648941,-0.057258606,1.3775709,0.03617084,3.1414244,-0.059075594,-0.004164934,99.0
0,0.5095558004896382,0.5163796872595111,11.299037364668038,0.51,0.016249474143615328,0.01699372374679034,0.5220061821849428,1.8207251,-0.511485,0.106311,0.0,0.494988,-1.64114,20.648941,-0.057258606,1.3775709,0.03617084,3.1414244,-0.059075594,-0.004164934,99.0
0,0.5094455549531626,0.5162711653145045,11.164258692222575,0.51,0.016245578874116873,0.016985215189908368,0.514602298222228,1.8207251,-0.511485,0.106311,0.0,0.494988,-1.64114,20.648941,-0.057258606,1.3775709,0.03617084,3.1414244,-0.059075594,-0.004164934,99.0
0,0.5095751134126512,0.5164034463274646,11.225590332162938,0.51,0.016252873433715093,0.017001875936364385,0.5198689600579027,1.8207251,-0.511485,0.106311,0.0,0.494988,-1.64114,20.648941,-0.057258606,1.3775709,0.03617084,3.1414244,-0.059075594,-0.004164934,99.0
16,0.6021563370765027,0.6075902681418951,0.27249910474893113,0.61,0.019284755798236464,0.018993934999225116,0.6012608808696766,3.2062001,0.64239,0.0693432,0.0157413,0.545865,-1.87897,17.602932,-0.032167435,6.0786357,-1.0593643,3.0921316,0.13013172,0.5324432,-0.012656748
16,0.6021705725540314,0.6076036803413434,0.276455290893864,0.61,0.019286173118103545,0.018992899146750706,0.6243128393463351,3.2062001,0.64239,0.0693432,0.0157413,0.545865,-1.87897,17.602932,-0.032167435,6.0786357,-1.0593643,3.0921316,0.13013172,0.5324432,-0.012656748
16,0.6021543478408872,0.607588283916941,0.2712309972848743,0.61,0.01928543409076866,0.0189955240074154,0.6400034015529689,3.2062001,0.64239,0.0693432,0.0157413,0.545865,-1.87897,17.602932,-0.032167435,6.0786357,-1.0593643,3.0921316,0.13013172,0.5324432,-0.012656748
16,0.6018486570276795,0.6072931940953737,0.28572341576546023,0.61,0.01921166530002749,0.018986129087916317,0.6051805083801779,3.2062001,0.64239,0.0693432,0.0157413,0.545865,-1.87897,17.602932,-0.032167435,6.0786357,-1.0593643,3.0921316,0.13013172,0.5324432,-0.012656748
16,0.602184013772696,0.6076167910217002,0.2756167449824716,0.61,0.01928894816664356,0.01899267385086762,0.6092341312446073,3.2062001,0.64239,0.0693432,0.0157413,0.545865,-1.87897,17.602932,-0.032167435,6.0786357,-1.0593643,3.0921316,0.13013172,0.5324432,-0.012656748
6,0.7947520361965399,0.8003668776236366,2.68616214299891,0.8,0.014856954376595899,0.01522684139819018,0.7736392855989689,2.87286,0.28357005,0.0943211,0.0,0.438934,-1.77177,20.412895,-0.032104492,3.6911404,-0.72125936,1.7297673,0.08066738,0.5360278,-0.025172234
6,0.7932991593775602,0.7988587232743762,2.665034228969489,0.8,0.014995997189691468,0.015146619297116594,0.796681541903471,2.87286,0.28357005,0.0943211,0.0,0.438934,-1.77177,20.412895,-0.032104492,3.6911404,-0.72125936,1.7297673,0.08066738,0.5360278,-0.025172234
6,0.793588945243697,0.7991542141886077,2.586078497208291,0.8,0.014920137136842815,0.01517032722383868,0.7998563476680122,2.87286,0.28357005,0.0943211,0.0,0.438934,-1.77177,20.412895,-0.032104492,3.6911404,-0.72125936,1.7297673,0.08066738,0.5360278,-0.025172234
6,0.7944944597029615,0.8000982976256721,2.6933228874713677,0.8,0.014793099533405463,0.015210236650372867,0.7732560358415652,2.87286,0.28357005,0.0943211,0.0,0.438934,-1.77177,20.412895,-0.032104492,3.6911404,-0.72125936,1.7297673,0.08066738,0.5360278,-0.025172234
6,0.7939308318990566,0.7995088840580642,2.634525184361337,0.8,0.014814352822872134,0.0151844935474295,0.8150499442389391,2.87286,0.28357005,0.0943211,0.0,0.438934,-1.77177,20.412895,-0.032104492,3.6911404,-0.72125936,1.7297673,0.08066738,0.5360278,-0.025172234
3,0.7099541698102357,0.7037548175649697,0.11649199765724916,0.72,0.03851228342448865,0.037087159378493634,0.7436837811555103,3.03244,0.12083006,0.117758,0.028156,0.546335,-1.80235,20.102215,0.045015335,3.8339267,-0.7086735,4.389674,-0.8551259,0.173157,-0.045242995
3,0.7098170566497551,0.7035446630673184,0.13755427103660622,0.72,0.03891174028978489,0.03724907686220811,0.7093162323354308,3.03244,0.12083006,0.117758,0.028156,0.546335,-1.80235,20.102215,0.045015335,3.8339267,-0.7086735,4.389674,-0.8551259,0.173157,-0.045242995
3,0.7087124766382913,0.7024771220973218,0.11954575644540455,0.72,0.039476975413703874,0.03744454288428605,0.6930325466733672,3.03244,0.12083006,0.117758,0.028156,0.546335,-1.80235,20.102215,0.045015335,3.8339267,-0.7086735,4.389674,-0.8551259,0.173157,-0.045242995
3,0.7102409692641736,0.704113296018409,0.12355113543162588,0.72,0.03829186319573441,0.03701184454620593,0.7169998245414846,3.03244,0.12083006,0.117758,0.028156,0.546335,-1.80235,20.102215,0.045015335,3.8339267,-0.7086735,4.389674,-0.8551259,0.173157,-0.045242995
3,0.709794636336642,0.7035585444616382,0.12504472173259273,0.72,0.03877132932733973,0.03719022863923012,0.7264031818548828,3.03244,0.12083006,0.117758,0.028156,0.546335,-1.80235,20.102215,0.045015335,3.8339267,-0.7086735,4.389674,-0.8551259,0.173157,-0.045242995
9,0.6969701115473415,0.6950824621143211,8.662040913593046,0.7100000000000001,0.02185430805211719,0.02755986019252771,0.7146847583798079,2.13793,-0.015160084,0.101186,0.0299449,0.502668,-1.56527,20.342405,-0.09129524,3.8821893,-1.1253109,3.0309918,0.12849188,0.59015113,-0.030048907
9,0.6973906022055075,0.6958640119578784,8.333093104040017,0.7100000000000001,0.020993091289644772,0.02692233402935292,0.6920959522448895,2.13793,-0.015160084,0.101186,0.0299449,0.502668,-1.56527,20.342405,-0.09129524,3.8821893,-1.1253109,3.0309918,0.12849188,0.59015113,-0.030048907
9,0.6970313812126341,0.6953560579634022,8.484348586987835,0.7100000000000001,0.021323832279315447,0.027206758187980795,0.7197713063529075,2.13793,-0.015160084,0.101186,0.0299449,0.502668,-1.56527,20.342405,-0.09129524,3.8821893,-1.1253109,3.0309918,0.12849188,0.59015113,-0.030048907
9,0.6969557210273696,0.6950821941366205,8.486196608692808,0.7100000000000001,0.02183480257358328,0.027538244855472276,0.703444141863223,2.13793,-0.015160084,0.101186,0.0299449,0.502668,-1.56527,20.342405,-0.09129524,3.8821893,-1.1253109,3.0309918,0.12849188,0.59015113,-0.030048907
9,0.6975000728306465,0.695893215333379,8.501163045994872,0.7100000000000001,0.02108057581257189,0.027047813893792808,0.6979947273565672,2.13793,-0.015160084,0.101186,0.0299449,0.502668,-1.56527,20.342405,-0.09129524,3.8821893,-1.1253109,3.0309918,0.12849188,0.59015113,-0.030048907
36,0.17501642538367512,0.22212093934464097,1.1434493390606804,0.17,0.0459805966453883,0.1146465293132304,0.17021088379435914,1.847855,-0.511485,0.115424,0.0420866,0.456486,-1.64205,20.492325,-0.050174713,1.8510759,-0.35622406,1.1946507,0.09905058,0.5361005,-0.05559942
36,0.17416005955172276,0.22361716656753594,1.141713775215976,0.17,0.1445295803729621,0.1186747548509851,0.17871248130529915,1.847855,-0.511485,0.115424,0.0420866,0.456486,-1.64205,20.492325,-0.050174713,1.8510759,-0.35622406,1.1946507,0.09905058,0.5361005,-0.05559942
36,0.1743533032478068,0.2227964140122283,1.156160063625066,0.17,0.14341543746623642,0.11713824776977039,0.20431428257050596,1.847855,-0.511485,0.115424,0.0420866,0.456486,-1.64205,20.492325,-0.050174713,1.8510759,-0.35622406,1.1946507,0.09905058,0.5361005,-0.05559942
36,0.17485880840731663,0.22289352585599975,1.1900059596064239,0.17,0.0732446079072393,0.1160203169710689,0.1461317914540807,1.847855,-0.511485,0.115424,0.0420866,0.456486,-1.64205,20.492325,-0.050174713,1.8510759,-0.35622406,1.1946507,0.09905058,0.5361005,-0.05559942
36,0.17460012395573063,0.22282975503676825,1.1785722655204154,0.17,0.14085028627011367,0.11657337841513388,0.17962017404442115,1.847855,-0.511485,0.115424,0.0420866,0.456486,-1.64205,20.492325,-0.050174713,1.8510759,-0.35622406,1.1946507,0.09905058,0.5361005,-0.05559942
0,0.6499971225611699,0.6578389428124148,0.492022914861991,0.64,0.026252194457197953,0.024162413414286096,0.6738387899077039,2.84729,0.12083006,0.110782,0.0563196,0.561311,-1.80234,19.312464,0.039564133,4.7197595,-0.7397404,6.194402,-0.804698,0.21066463,-0.02053535
0,0.6498137825032831,0.6578505690753914,0.5688480737026111,0.64,0.026160469075083903,0.024013053988082397,0.6559960388694798,2.84729,0.12083006,0.110782,0.0563196,0.561311,-1.80234,19.312464,0.039564133,4.7197595,-0.7397404,6.194402,-0.804698,0.21066463,-0.02053535
0,0.6497991373133786,0.6575638315566398,0.47942461287220794,0.64,0.026354677060260512,0.024260500560290825,0.6306802984453111,2.84729,0.12083006,0.110782,0.0563196,0.561311,-1.80234,19.312464,0.039564133,4.7197595,-0.7397404,6.194402,-0.804698,0.21066463,-0.02053535
0,0.6500151113113192,0.6581296861190316,0.5880108243845825,0.64,0.026049522761124377,0.02391676572612702,0.637998516897354,2.84729,0.12083006,0.110782,0.0563196,0.561311,-1.80234,19.312464,0.039564133,4.7197595,-0.7397404,6.194402,-0.804698,0.21066463,-0.02053535
0,0.6498679408038558,0.6578337234927517,0.541464917146186,0.64,0.02619111143433367,0.02406154863777427,0.6311181555160607,2.84729,0.12083006,0.110782,0.0563196,0.561311,-1.80234,19.312464,0.039564133,4.7197595,-0.7397404,6.194402,-0.804698,0.21066463,-0.02053535
